id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income
16031000,155000,APARTMENT,APARTMENT,Wallonia,Hainaut,Thuin,6150,,,2013,89,,2,2,INSTALLED,0,0,1,2,0,0,0,1,AS_NEW,600,G,ELECTRIC,1,824
24233000,399000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2627,51.1174969,4.3339147,,125,0,4,3,HYPER_EQUIPPED,0,0,1,21,0,0,0,1,AS_NEW,,MISSING,MISSING,1,
66993000,179000,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9500,,,,63,,2,1,USA_INSTALLED,0,0,0,0,0,0,0,1,GOOD,227,C,GAS,1,
64565000,449000,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1420,50.6865628,4.3877355,1960,153,1047,4,4,MISSING,0,0,1,,0,0,0,0,MISSING,598,G,FUELOIL,0,2476
1321000,249999,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6141,,,1940,297,530,3,4,USA_HYPER_EQUIPPED,0,0,1,60,1,320,1,1,GOOD,331,D,GAS,1,
69972000,396140,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8570,50.8356859,3.404499,,,,,2,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
24896000,222000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5030,50.5619089,4.6922689,1999,85,,1,2,INSTALLED,0,0,1,2,0,0,0,0,GOOD,91,B,GAS,1,1205
31582000,525000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1430,,,1976,200,2500,4,5,INSTALLED,0,1,1,32,1,2500,0,1,JUST_RENOVATED,451,F,FUELOIL,1,1616
715000,245000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2050,51.2209858,4.378666,1970,88,,2,2,USA_HYPER_EQUIPPED,0,0,1,,0,0,0,0,AS_NEW,123,B,GAS,1,798
70722000,355500,APARTMENT,PENTHOUSE,Wallonia,Hainaut,Soignies,7090,,,,130,,3,3,INSTALLED,0,1,1,54,0,0,0,1,MISSING,11,A+,GAS,1,
16176000,174420,APARTMENT,APARTMENT,Wallonia,Hainaut,Ath,7800,50.6281287,3.7818105,2023,60,,,1,INSTALLED,0,1,1,5,0,0,0,1,MISSING,,MISSING,GAS,1,
50771000,174000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3800,50.8188641,5.1927474,1899,176,300,2,3,SEMI_EQUIPPED,0,1,0,0,0,0,0,1,TO_RENOVATE,399,D,GAS,1,552
61407000,280000,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6850,49.8697596,5.1207259,1850,147,879,3,3,SEMI_EQUIPPED,0,0,0,0,1,700,0,0,AS_NEW,281,D,PELLET,1,493
49222000,275000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1450,50.6003822,4.6452296,2013,76,,4,2,INSTALLED,0,1,1,5,0,0,0,1,GOOD,80,A,GAS,1,980
5781000,239000,APARTMENT,APARTMENT,Wallonia,Luxembourg,Arlon,6790,49.5556141,5.7882233,2004,85,,,2,INSTALLED,0,0,1,5,0,0,0,0,TO_BE_DONE_UP,105,B,FUELOIL,1,
67017000,525000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2110,51.2278711,4.5209856,1950,,95,2,9,INSTALLED,1,0,1,18,0,0,0,0,JUST_RENOVATED,385,D,GAS,1,
74770000,440000,APARTMENT,PENTHOUSE,Flanders,East Flanders,Gent,9051,51.0227597,3.6925224,1993,200,,,3,MISSING,0,0,1,,0,0,0,0,GOOD,285,C,MISSING,1,1608
38707000,495000,HOUSE,COUNTRY_COTTAGE,Wallonia,Walloon Brabant,Nivelles,1440,,,1890,190,445,3,3,USA_HYPER_EQUIPPED,0,0,1,50,1,200,0,1,AS_NEW,478,F,FUELOIL,1,788
74403000,219000,APARTMENT,GROUND_FLOOR,Wallonia,Liège,Liège,4000,50.6278219,5.5648347,2007,80,,1,2,MISSING,0,0,0,0,1,130,0,1,AS_NEW,130,B,GAS,1,
61438000,350000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8020,51.1323039,3.260333,1850,169,1255,3,4,INSTALLED,0,0,0,0,0,0,0,1,TO_RENOVATE,786,F,ELECTRIC,1,317
73826000,302000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,50.4449137,4.8741478,,93,,,2,USA_HYPER_EQUIPPED,0,0,1,28,0,0,0,1,AS_NEW,,MISSING,GAS,1,
42135000,279000,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Turnhout,2460,51.2447259,4.9029542,2017,78,,4,2,SEMI_EQUIPPED,0,1,1,,1,,0,0,GOOD,135,B,GAS,1,
31430000,530000,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,West Flanders,Brugge,8000,51.2199446,3.2342603,,775,0,,8,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
63274000,2195000,HOUSE,VILLA,Flanders,West Flanders,Brugge,8300,51.3398653,3.2967293,2000,210,344,3,5,HYPER_EQUIPPED,0,0,1,,1,250,0,0,AS_NEW,221,C,GAS,1,
40446000,189000,HOUSE,HOUSE,Wallonia,Liège,Liège,4100,50.6089539,5.5214818,,59,60,3,3,MISSING,0,0,0,0,0,0,0,0,MISSING,643,G,GAS,1,1
72243000,295000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2140,51.2139485,4.4416665,1976,121,,,2,MISSING,0,0,0,0,0,0,0,1,MISSING,153,B,MISSING,1,
41862000,250000,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2800,51.0124812,4.4834421,1994,,,,2,MISSING,0,0,0,0,0,0,0,0,MISSING,125,B,MISSING,1,917
3959000,378500,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.3116382,3.1269903,,77,,,2,MISSING,0,0,1,,0,0,0,0,GOOD,,MISSING,GAS,1,
6274000,349000,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2200,51.1771184,4.8480418,2009,131,,3,4,INSTALLED,0,1,1,,1,,0,0,GOOD,157,B,GAS,1,1431
71428000,224000,HOUSE,HOUSE,Wallonia,Namur,Dinant,5500,50.2577442,4.9082084,,220,183,2,4,MISSING,0,0,1,16,1,183,0,1,GOOD,158,B,FUELOIL,1,820
28869000,399000,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9100,,,2017,98,,2,2,USA_HYPER_EQUIPPED,0,0,1,14,0,0,0,1,AS_NEW,79,A,GAS,1,
45587000,195000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7012,50.4500432,3.8855811,,150,105,3,3,INSTALLED,0,0,1,,0,0,0,0,GOOD,294,D,GAS,1,659
33229000,270000,APARTMENT,DUPLEX,Wallonia,Liège,Liège,4000,50.684942,5.5505291,2023,109,,2,2,INSTALLED,0,0,1,8,0,0,0,1,AS_NEW,,MISSING,MISSING,1,
47752000,342875,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4130,50.5305179,5.5739073,,97,,,2,NOT_INSTALLED,0,0,1,16,0,0,0,1,MISSING,,A,ELECTRIC,1,
2684000,350000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8472518,4.3872469,,85,,2,2,HYPER_EQUIPPED,0,0,0,0,0,0,0,0,GOOD,142,C,FUELOIL,1,
18873000,160000,HOUSE,VILLA,Wallonia,Hainaut,Soignies,7062,,,1992,108,0,4,2,MISSING,0,1,0,0,0,0,0,1,TO_BE_DONE_UP,1145,G,ELECTRIC,1,835
25976000,230000,HOUSE,TOWN_HOUSE,Wallonia,Liège,Liège,4420,50.6362943,5.531969,1899,150,176,2,4,USA_INSTALLED,0,0,1,25,0,0,0,1,GOOD,245,C,GAS,1,
1137000,595000,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9290,51.0470596,3.9515164,1899,336,413,3,5,HYPER_EQUIPPED,0,0,1,,0,0,0,0,MISSING,210,C,FUELOIL,1,1023
76996000,185000,HOUSE,HOUSE,Wallonia,Namur,Namur,5020,50.4372428,4.7951765,,260,929,2,4,MISSING,1,1,0,0,1,800,0,1,TO_RENOVATE,,MISSING,GAS,0,711
30932000,149000,HOUSE,HOUSE,Wallonia,Luxembourg,Bastogne,6660,50.1268934,5.7888294,1965,156,195,2,3,SEMI_EQUIPPED,0,1,0,0,0,0,0,1,TO_RENOVATE,459,F,FUELOIL,1,706
44799000,259000,APARTMENT,LOFT,Flanders,East Flanders,Sint-Niklaas,9100,51.1664437,4.1391917,,77,,,1,MISSING,0,0,0,0,0,0,0,1,GOOD,,A,GAS,0,
67868000,1395000,HOUSE,MANOR_HOUSE,Flanders,Flemish Brabant,Leuven,3000,50.8760863,4.7087978,1899,386,205,,6,HYPER_EQUIPPED,0,0,0,0,0,0,0,0,AS_NEW,61,A,GAS,1,1736
34072000,302093,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7100,50.4460205,4.1011219,,132,561,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,0,MISSING,MISSING,0,
5209000,299000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9688,50.7983179,3.6742408,2019,174,154,2,3,INSTALLED,0,1,1,,0,0,0,0,MISSING,58,A,GAS,1,
39391000,270000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,,,1993,70,,3,1,USA_INSTALLED,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,570,G,MISSING,0,
16079000,795000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1160,50.8202429,4.4088407,1932,229,80,2,3,INSTALLED,0,0,0,0,0,0,0,1,GOOD,192,D,GAS,1,
52071000,865000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0267524,4.4724642,,325,0,2,5,INSTALLED,0,1,1,,1,29,0,1,MISSING,69,A,GAS,0,602
62507000,319500,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.7355844,3.5898394,1949,180,200,,4,INSTALLED,0,1,0,0,0,0,0,0,JUST_RENOVATED,141,B,GAS,1,
10897000,310000,APARTMENT,GROUND_FLOOR,Flanders,Flemish Brabant,Leuven,3020,50.9008266,4.6685837,,70,,,1,USA_HYPER_EQUIPPED,0,0,1,10,1,24,0,1,AS_NEW,,MISSING,MISSING,0,
54278000,520000,APARTMENT,DUPLEX,Wallonia,Liège,Liège,4670,50.6723701,5.7276798,2023,199,,4,3,MISSING,0,0,1,33,0,0,0,1,MISSING,13,A+,MISSING,1,
51196000,1300000,HOUSE,APARTMENT_BLOCK,Wallonia,Luxembourg,Arlon,6791,,,2020,,2274,,0,MISSING,0,0,1,50,0,0,0,1,MISSING,0,MISSING,GAS,0,2474
31962000,359900,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2640,51.1651364,4.4501432,,108,,2,2,INSTALLED,0,0,1,4,0,0,0,0,JUST_RENOVATED,43,A,MISSING,1,
10438000,250000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1470,,,,138,64,2,3,USA_INSTALLED,0,0,0,0,0,0,0,0,GOOD,387,E,FUELOIL,1,803
35995000,501659,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3020,50.8960028,4.615123,,198,860,,3,INSTALLED,0,0,0,0,1,,0,0,MISSING,0,MISSING,GAS,1,
33090000,280000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,50.8213602,3.8934307,,397,332,4,3,MISSING,0,0,1,,0,0,0,0,TO_RENOVATE,,MISSING,FUELOIL,1,826
68416000,219000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2050,51.2213363,4.3787149,1963,87,,,3,MISSING,0,0,1,3,0,0,0,0,MISSING,184,B,MISSING,1,882
4157000,349000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1490,,,,118,,,3,MISSING,0,0,1,6,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
45252000,418500,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9400,50.8468981,3.9751089,,,679,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
15363000,189000,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6511537,5.5680347,,92,,2,2,NOT_INSTALLED,0,1,1,50,0,0,0,1,GOOD,241,C,GAS,1,
13389000,406470,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8434,51.1459915,2.7612385,2022,,496,3,3,INSTALLED,0,0,0,0,0,0,0,1,AS_NEW,,MISSING,GAS,1,
41753000,739000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8000,51.1994831,3.215157,,224,520,4,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,1,
57251000,499000,HOUSE,MIXED_USE_BUILDING,Wallonia,Liège,Liège,4031,50.6126479,5.5949837,,274,0,2,2,INSTALLED,0,0,1,13,0,0,0,1,JUST_RENOVATED,155,B,MISSING,1,2220
46023000,329900,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2900,51.2432098,4.4599839,1963,140,191,2,3,SEMI_EQUIPPED,0,0,0,0,1,95,0,1,TO_BE_DONE_UP,590,F,ELECTRIC,1,669
17537000,620000,APARTMENT,TRIPLEX,Brussels-Capital,Brussels,Brussels,1200,,,1923,225,,2,4,HYPER_EQUIPPED,0,0,1,20,0,0,0,0,AS_NEW,336,F,GAS,1,
8938000,155000,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6870,50.0286108,5.3751953,1850,133,91,2,3,MISSING,0,0,0,0,0,0,0,0,MISSING,369,E,FUELOIL,1,173
3637000,325000,HOUSE,MIXED_USE_BUILDING,Wallonia,Hainaut,Ath,7800,50.6300824,3.7798537,,,0,,0,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
55956000,499000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.0975974,2.5764661,,64,,,1,MISSING,0,0,0,0,0,0,0,0,MISSING,344,D,MISSING,1,
40564000,775000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8620,51.1439344,2.731546,2023,117,,2,3,INSTALLED,0,1,1,49,0,0,0,0,MISSING,30,A,MISSING,1,
76453000,270000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3150,50.9572263,4.6392988,1850,230,359,2,4,MISSING,0,0,0,0,1,210,0,0,TO_RENOVATE,339,D,GAS,1,852
60997000,600000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8300,51.3161025,3.3038334,,162,238,3,3,MISSING,0,0,0,0,0,0,0,0,MISSING,,MISSING,MISSING,0,
53830000,355000,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9420043,4.0353376,2023,104,,,3,USA_HYPER_EQUIPPED,0,0,1,7,0,0,0,1,MISSING,,MISSING,MISSING,1,
40778000,230000,APARTMENT,APARTMENT,Wallonia,Luxembourg,Bastogne,6660,50.1320356,5.7900353,1947,180,,2,4,MISSING,0,0,0,0,0,0,0,0,MISSING,13,B,FUELOIL,1,1
29249000,320000,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,50.4457105,3.9420392,,106,,,3,MISSING,0,0,1,6,0,0,0,1,MISSING,,A,ELECTRIC,1,
3719000,1600000,HOUSE,FARMHOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1861,50.9594194,4.288501,1981,323,52622,4,7,MISSING,0,0,0,0,0,0,0,0,GOOD,383,D,FUELOIL,1,
42026000,695000,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,,,2007,135,,4,4,MISSING,1,0,1,20,0,0,0,1,AS_NEW,,C,MISSING,0,
41668000,345000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1410,50.7173747,4.3935424,2023,64,,2,1,USA_HYPER_EQUIPPED,0,0,1,5,0,0,0,0,AS_NEW,95,B,MISSING,1,
1129000,199500,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,9190,51.2021331,4.0374895,,53,,2,1,HYPER_EQUIPPED,0,1,1,5,0,0,0,1,MISSING,29,A,MISSING,1,
14499000,2295000,HOUSE,APARTMENT_BLOCK,Flanders,East Flanders,Gent,9090,51.021314,3.7779198,2012,991,1412,,0,MISSING,0,0,0,0,0,0,0,0,GOOD,,MISSING,MISSING,0,9832
45556000,1200000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1000,50.8486631,4.3665933,,270,0,2,4,USA_SEMI_EQUIPPED,1,0,0,0,0,0,0,1,AS_NEW,309,F,ELECTRIC,1,
36304000,239000,HOUSE,HOUSE,Flanders,East Flanders,Gent,9880,,,1931,126,619,4,2,INSTALLED,0,1,0,0,1,,0,0,TO_RENOVATE,690,F,GAS,1,230
53483000,460000,HOUSE,VILLA,Wallonia,Hainaut,Mons,7370,50.3734265,3.8138882,1997,193,1330,4,4,INSTALLED,0,0,1,91,1,1184,1,1,AS_NEW,310,D,FUELOIL,1,980
66088000,412000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1190,50.8145302,4.3197078,2022,118,,2,3,USA_HYPER_EQUIPPED,0,0,1,12,1,67,0,1,AS_NEW,48,B,GAS,1,
14151000,395000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8310,51.2177954,3.2387305,1947,306,,3,3,INSTALLED,0,1,0,0,0,0,0,0,TO_RENOVATE,,MISSING,GAS,1,1339
13860000,229000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2060,51.2230039,4.4266805,1974,85,,2,2,SEMI_EQUIPPED,0,1,1,,0,0,0,0,GOOD,145,B,GAS,1,878
31288000,265000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9940,51.1327884,3.6790739,,69,,2,1,HYPER_EQUIPPED,0,0,1,8,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
34761000,7650000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8300,51.353216,3.3241182,1988,578,2031,4,7,HYPER_EQUIPPED,0,0,0,0,0,0,0,0,AS_NEW,229,C,GAS,1,5656
24902000,335943,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8540,50.8512406,3.3486702,,114,,,3,MISSING,0,0,1,23,0,0,0,1,MISSING,25,A,MISSING,0,
43913000,129000,HOUSE,HOUSE,Wallonia,Liège,Liège,4400,,,,115,153,2,2,NOT_INSTALLED,0,0,1,1,1,1,0,1,TO_RENOVATE,,F,GAS,0,
32762000,585000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1082,50.86034,4.2857958,1977,268,245,3,5,USA_HYPER_EQUIPPED,0,0,1,,1,245,0,1,AS_NEW,253,E,GAS,1,
73684000,245000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1853,50.9071853,4.3551649,1974,92,,2,3,NOT_INSTALLED,0,0,1,10,0,0,0,1,GOOD,121,B,FUELOIL,0,1385
5775000,389400,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8580,50.7761672,3.4405054,2023,134,,2,2,INSTALLED,0,1,1,86,0,0,0,1,MISSING,,MISSING,MISSING,1,
47672000,330000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8500,50.8326992,3.2795281,2023,123,132,3,3,MISSING,0,0,0,0,1,71,0,0,GOOD,60,A,MISSING,1,1
71204000,450000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1745,50.9643123,4.154373,2023,132,237,3,3,MISSING,0,0,1,,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
19013000,449515,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9280,,,,130,379,,3,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,,MISSING,GAS,1,
22805000,630000,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,7140,,,1997,620,1906,4,4,INSTALLED,0,1,1,210,1,770,0,1,MISSING,200,C,FUELOIL,1,1850
78329000,475000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3440,50.873713,5.0766121,,,850,4,3,INSTALLED,0,0,0,0,1,550,0,0,JUST_RENOVATED,,A,GAS,1,
45244000,315000,APARTMENT,DUPLEX,Flanders,West Flanders,Veurne,8660,51.0966016,2.5917562,,103,,,3,MISSING,0,0,0,0,0,0,0,0,GOOD,,A,MISSING,1,
25011000,367000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9473,50.900941,4.0426273,1960,132,241,3,3,INSTALLED,0,0,1,,0,0,0,1,GOOD,450,E,GAS,1,713
59584000,349000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1420,50.6755087,4.3823656,,89,,,2,INSTALLED,0,0,1,13,0,0,0,1,MISSING,,A,MISSING,0,
44752000,615000,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3300,,,1930,240,400,,4,INSTALLED,0,1,1,,0,0,0,1,TO_BE_DONE_UP,193,B,GAS,1,1692
22827000,500000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1315,50.6699714,4.8271538,1900,200,4146,3,3,SEMI_EQUIPPED,0,1,0,0,1,,0,1,TO_RENOVATE,357,E,PELLET,1,
